customer_id,first_name,last_name,date_of_birth,age,state,branch_id,email,phone,employment_status,employment_length_years,annual_income,credit_score,customer_since
CUST100735,  Jeremy  ,Richardson,1964-12-24,61,OH,BR102,timothy23@example.net,+1-289-683-0650x3121,Employed,8.4,115027.27,774,2012-11-26
CUST102439,Hannah,Thomas,1998-09-08,28,CA,BR101,ileblanc@example.net,+1-894-358-0284x5718,Employed,4.6,101101.15,722,2023-01-04
CUST101899,Rebecca,Edwards,1997-04-07,29,IN,BR111,susan34@example.com,(608)882-3092x5872,Unemployed,0.0,23632.14,632,2018-09-08
CUST100214,Ashley,Brown,1984-10-06,41,MA,BR111,sandra86@example.net,001-404-513-7977, Self-Employed ,1.2,76620.16,750,2024-02-10
CUST101260,Caleb,Sullivan,1988-12-30,37,AZ,BR109,charles35@example.org,214.383.7475x58030,Employed,18.3,33881.26,666,2025-06-24
CUST102213,  Deborah  ,Murphy,1975-12-12,50,MA,BR111,shellycowan@example.net,(527)781-4695,,19.5,43537.06,671,2015-05-19
CUST101952,Christina,Anderson,1996-12-13,29,WA,BR104,michaelduran@example.com,727.474.5750x218,Employed,11.0,39745.56,658,2013-02-11
CUST101342,Donald,Dunn,1989-07-29,37,IN,BR102,fburke@example.net,,Employed,0.6,85609.12,700,2017-07-02
CUST100423,Abigail,Madden,1981-06-26,45,FL,BR110,karen35@example.com,738.403.3968,employed,22.0,83918.09,780,2018-04-28
CUST100327,  Lori  ,Mclean,1981-10-19,44,MA,BR100,sbailey@example.com,(579)485-2401,Employed,2.1,68172.38,690,2024-07-03
CUST100100,Mary,French,1985-10-05,40,FL,BR111,sharonhayden@example.com,9044991547,Employed,2.4,74444.5,714,2024-06-02
CUST101596,Justin,Wagner,1981-06-15,45,MO,BR108,anne91@example.com,+1-260-919-1090x48866,Employed,12.0,40671.37,666,2014-10-28
CUST101381,Catherine,Sanders,1982-12-10,43,MA,BR102,keith60@example.com,+1-390-975-1991,self-employed,5.8,43580.56,775,2018-12-07
CUST100628,Lorraine,Schaefer,2000-12-04,25,IN,BR104,jacobhernandez@example.com,(310)789-0285,Unemployed,0.0,6666.73,609,2024-09-16
CUST100075,Nathan,Villa,1991-03-16,35,MO,BR110,mitchellkathryn@example.com,782.561.3750x606,Employed,13.6,65521.23,797,2017-06-26
CUST100683,Joseph,Brooks,1988-06-02,38,FL,BR106,linda66@example.net,325-248-3744x17158,Employed,5.1,89371.23,769,2023-10-26
CUST102289,Brenda,Williams,1971-03-17,55,WI,BR100,johnstongrant@example.org,+1-286-258-0720,Unemployed,0.0,29032.69,596,2017-01-10
CUST102424,Todd,Moore,1987-02-05,39,CO,BR108,michelle58@example.net,666.207.9833,Self-Employed,8.5,77976.33,778,2019-05-22
CUST101546,Daisy,Wheeler,1980-02-20,46,IL,BR105,,9333980138,Employed,1.6,38192.97,806,2024-08-29
CUST100934,Mary,Davis,1962-02-27,64,VA,BR100,jonathanfloyd@example.net,(258)954-2188,Retired,0.0,"$60,767.46",728,2025-11-18
CUST102060,Nathan,Hawkins,1984-05-28,42,NJ,BR108,richardsonmark@example.org,931-850-7174x1647,Employed,2.8,44013.33,685,2024-10-27
CUST100037,Brianna,Patterson,1987-01-08,39,OH,BR102,lynchjody@example.org,+1-934-612-3281x2067, Employed ,0.8,53905.13,676,2012-03-17
CUST102239,Melanie,Haynes,1992-05-17,34,GA,BR109,peggyhardin@example.org,,Employed,0.7,"$16,181.57",644,2016-01-12
CUST100665,Marcia,Russo,1975-10-11,50,TX,BR109,williammaldonado@example.org,517.223.5137,Employed,0.5,68012.75,787,2012-05-25
CUST101152,Robert,Dorsey,1971-11-17,54,GA,BR100,andersonmichael@example.org,,,0.4,40598.59,701,2023-10-17
CUST102201,Sherry,Gamble,1986-02-28,40,TN,BR107,john76@example.com,884.731.5567, Employed ,0.7,49871.07,749,2020-08-31
CUST100128,Kelsey,Chapman,1994-02-11,32,FL,BR104,michaeljohnson@example.org,961-312-5457x3875,Unemployed,0.0,15283.88,580,2018-04-05
CUST101679,Courtney,Young,1993-02-18,33,WA,BR109,,+1-814-832-2987,Employed,3.5,71571.27,706,2022-04-26
CUST100507,Johnny,Ortiz,2000-09-06,26,MO,BR110,raymond12@example.com,(725)531-3552x51050,Employed,0.2,38925.49,671,2018-08-31
CUST102296,John,Mitchell,2007-01-24,19,MI,BR103,derek48@example.com,270-841-4505x6337,Employed,1.0,36561.57,669,2020-09-21
CUST101064,Natasha,Chapman,1969-05-27,57,CO,BR100,fking@example.org,+1-337-253-0768,Employed,2.9,61731.34,745,2014-06-10
CUST101948,Jodi,Padilla,1998-12-06,27,MA,BR100,tammy78@example.net,001-602-728-0177x10629,Employed,4.8,63772.89,706,2024-08-31
CUST102335,Corey,Mejia,1974-04-25,52,CA,BR103,kendra09@example.net,+1-381-729-7192x28874,Employed,13.2,93144.35,805,2022-04-25
CUST102179,Jeremy,Martinez,1979-06-01,47,Florida,BR101,skelly@example.com,960-230-2312x1781, Employed ,2.2,,726,2016-04-28
CUST100689,Lawrence,Duarte,2001-06-27,25,GA,BR100,jeremyjackson@example.net,(867)275-6777x226,Self-Employed,6.0,88456.84,704,2024-10-01
CUST100447,Henry,George,1978-08-15,48,WA,BR101,adamwest@example.com,202-393-2184,Employed,15.7,49790.81,692,2026-05-05
CUST102106,Laurie,Tran,1970-10-21,55,MI,BR100,xchambers@example.com,2517391841,Employed,0.6,38368.93,725,2022-11-22
CUST100636,Sheri,Perez,1975-11-08,50,California,BR101,pauljennifer@example.com,+1-613-434-2457x988,Employed,5.9,28485.15,695,2016-08-12
CUST100355,Jillian,Henry,1985-11-21,40,MI,BR100,angelalivingston@example.net,803.320.3207x427,Employed,14.2,,727,2026-07-27
CUST100056,Brenda,Li,1973-04-12,53,GA,BR104,markhernandez@example.net,4422284210,Employed,8.5,91721.16,701,2017-01-25
CUST102091,Crystal,Moreno,2001-03-21,25,WA,BR101,gravesmelanie@example.org,413-678-6268x49704,Employed,7.0,98169.89,761,2012-08-29
CUST100855,Christine,Ramos,1973-11-21,52,TX,BR101,reynoldsmichelle@example.org,(232)524-8155x42034, Unemployed ,0.0,7986.7,565,2012-08-06
CUST100931,John,Sanford,1991-10-02,34,WI,BR103,carl66@example.org,(291)731-6708,Employed,3.6,50005.86,696,2017-10-11
CUST100321,Michael,Parker,1978-09-26,47,TN,BR111,fsawyer@example.org,001-576-674-2662x9912,,0.7,59088.69,736,2018-10-21
CUST100024,David,Anderson,1973-08-22,53,IL,BR108,jcontreras@example.net,979-586-8727x74348,Employed,11.4,72547.53,781,2015-10-27
CUST100529,Steven,Hines,1988-05-24,38,MI,BR107,fcombs@example.org,215-591-4975x019,Employed,10.1,95042.86,730,2019-06-05
CUST100008,Karina,Vaughn,1992-08-26,34,Florida,BR106,raymond57@example.net,213.331.5098x393,Self-Employed,0.6,86423.19,696,2022-04-14
CUST100031,Cynthia,Poole,1988-09-07,38,NC,BR110,ryangross@example.net,998-577-6945x314,Self-Employed,4.0,40758.72,665,2022-12-02
CUST102055,Lisa,Booker,2005-03-14,21,CA,BR109,boonelee@example.net,308-919-9684x45657,Employed,1.5,80829.45,722,2015-08-28
CUST101960,David,Evans,1979-06-05,47,MA,BR109,melissadodson@example.com,571-697-2512,Employed,16.9,11855.02,683,2014-10-16
CUST101799,Daniel,Daniel,1983-03-28,43,NC,BR108,rfoster@example.com,(795)496-5600x337,Employed,0.7,88337.46,767,2014-06-11
CUST100837,Nicole,Williams,1977-07-29,49,NY,BR110,nathan39@example.net,213.721.5513,SE,3.2,71518.1,649,2016-10-17
CUST100809,Tanya,Powell,1995-11-12,30,CO,BR109,,526.717.6072x3483,Employed,1.8,53246.26,767,2021-09-20
CUST100594,Anthony,Blackwell,1979-09-11,47,MA,BR100,katrinawood@example.com,309.796.1327x30346,Self-Employed,8.5,58574.43,699,2017-06-14
CUST102250,Jessica,Ramos,2001-07-09,25,CO,BR101,marypatrick@example.net,399.743.1095,Employed,2.1,109599.46,761,2023-02-02
CUST100380,Brittany,Williams,1986-11-12,39,GA,BR110,pamela32@example.net,701.885.1067x9497,Unemployed,0.0,14540.26,596,2018-10-24
CUST100579,Alexa,Newman,1994-11-07,31,WA,BR111,xrivera@example.net,+1-449-473-2033x192,Employed,9.6,"$61,315.38",651,2018-10-25
CUST101374,Paige,Mcfarland,1983-02-09,43,NY,BR105,wwallace@example.org,001-719-397-6453x4965,Self-Employed,4.6,45276.89,687,2023-03-05
CUST101447,  Tiffany  ,Lawson,1987-12-24,38,CA,BR106,robertsnow@example.com,(774)990-6688x6751,Employed,0.8,46062.18,701,2025-01-18
CUST100698,Miguel,Stewart,1968-04-11,58,NJ,BR108,opierce@example.com,,Unemployed,0.0,11256.19,596,2019-02-18
CUST101763,Michael,Clarke,1990-11-02,35,IL,BR100,gonzalezjames@example.net,580.260.9417x50241,EMPLOYED,5.0,40498.28,630,2012-06-04
CUST100485,Daniel,Lewis,2007-11-20,18,WI,BR107,avilakyle@example.net,903.241.9909,Self Employed,0.0,71561.0,650,2012-06-09
CUST100828,David,Ramirez,1981-10-03,44,GA,BR106,kimberlycooper@example.com,642-486-7963x259,Employed,7.9,106428.28,813,2021-03-31
CUST101219,Gina,Ferguson,1987-12-06,38,NC,BR101,campbellmargaret@example.net,001-341-301-6793x014,Self-Employed,14.3,66798.25,677,2017-09-12
CUST101980,Sarah,Brown,1963-06-12,63,CO,BR100,ksanchez@example.com,(957)447-7743,Retired,0.0,38418.35,688,2012-11-27
CUST101529,Stacy,Bates,1991-05-04,35,MI,BR111,alanyork@example.com,+1-329-687-8192,Employed,10.2,35809.66,693,2018-09-28
CUST100306,Amanda,Moore,1984-10-11,41,AZ,BR107,,001-579-895-6353x1531,Employed,6.7,116088.59,769,2024-09-13
CUST102004,Lisa,Morton,1983-04-30,43,IN,BR111,zwright@example.com,001-624-227-6074x1464,Employed,6.1,84493.31,756,2023-08-11
CUST102010,Kimberly,Sawyer,1992-06-09,34,AZ,BR100,ACOLE@EXAMPLE.COM,340.738.8333,Unemployed,0.0,,543,2023-08-04
CUST101641,Lindsey,Cross,1984-12-06,41,IN,BR100,lsmith@example.com,556.788.8861x08597,Employed,0.0,83379.38,737,2019-03-13
CUST102464,Courtney,Hurley,1970-06-22,56,MA,BR108,audreyjohnson@example.org,(304)210-3728,Employed,21.0,54184.19,702,2026-06-14
CUST100480,Melissa,Cox,1996-12-05,29,VA,BR105,hrosario@example.org,(452)347-2863x330,Employed,3.4,64784.2,786,2026-01-28
CUST100608,Jamie,Murray,1977-08-14,49,NY,BR107,gabrielawallace@example.org,(378)219-5237,Employed,10.0,132489.77,751,2022-11-22
CUST100856,Michael,Stein,2003-09-28,22,WA,BR108,xelliott@example.net,,Employed,4.0,50963.54,711,2025-10-31
CUST101281,Alex,Lyons,1979-06-01,47,PA,BR109,sethsanders@example.com,322-489-8907x49935,Unemployed,0.0,,591,2016-07-19
CUST101310,Ryan,Adams,1992-03-07,34,MI,BR106,MONICA08@EXAMPLE.NET,612-737-0851x19194,Employed,5.0,75504.0713432671,805,2015-08-06
CUST101747,Laura,Miller,1974-11-12,51,NY,BR106,melissa55@example.org,658.626.8295x081,Employed,0.9,10338.99,704,2026-02-26
CUST101566,Scott,Ross,1994-11-22,31,NY,BR108,greenwilliam@example.org,311.344.1572x81436,EMPLOYED,3.9,"$68,579.91",779,2017-11-25
CUST100923,Kelli,Collins,1974-06-17,52,MO,BR109,pwilliams@example.com,+1-420-227-5582x14770,Self-Employed,0.3,49197.83,646,2025-04-05
CUST102298,Sarah,Hernandez,1977-12-20,48,MI,BR102,gilbertchristina@example.com,001-611-280-1677x4360,Employed,7.2,99963.06,737,2024-08-23
CUST102112,Kayla,Nguyen,2006-02-10,20,IL,BR104,tylergreen@example.org,001-243-486-6684x70726,Self-Employed,2.0,43004.81,726,2018-08-24
CUST101513,Jeffrey,Castillo,1985-07-29,41,CA,BR109,,+1-922-283-7742,EMPLOYED,20.3,39652.4,655,2016-06-06
CUST101394,  Terri  ,Cooper,2000-03-28,26,PA,BR108,,,Employed,4.1,64237.66,717,2023-10-24
CUST100858,  Sherry  ,Burns,1994-12-31,31,TN,BR106,iblack@example.org,215.871.2901x50713,Employed,7.8,98594.95,727,2018-06-25
CUST100453,George,Potts,1977-08-15,49,CO,BR100,zwhite@example.net,+1-888-696-7924x08222,Employed,5.4,71045.34,739,2012-07-06
CUST101620,Daniel,Olsen,1999-12-13,26,FL,BR111,campbellanthony@example.net,383.343.7798x2402,Employed,8.0,69882.85,789,2018-02-04
CUST100528,Anthony,Wang,1992-08-20,34,MA,BR103,camposchristina@example.com,298.852.9894,Employed,5.0,99735.39,839,2013-08-08
CUST101963,Rachael,Brady,1994-07-08,32,PA,BR111,kwilson@example.com,001-735-466-8303x25369,Employed,14.0,36577.68,685,2024-11-26
CUST100080,Nina,Stewart,1981-07-07,45,IN,BR102,zachary87@example.com,8348505415,,0.5,47809.81,737,2022-10-24
CUST101586,Ricky,Galvan,1970-08-25,56,PA,BR103,derekhamilton@example.org,922-485-6283x723,self-employed,6.3,46575.61,642,2014-07-02
CUST101516,Andrea,Neal,1964-12-10,61,VA,BR103,isimpson@example.com,,Employed,0.9,92902.18,729,2026-07-21
CUST101816,Gabriel,Blevins,1991-06-13,35,NY,BR107,,9118678116,Employed,6.3,69068.17,739,2022-09-19
CUST101824,Steven,Butler,1958-06-02,68,OH,BR108,silvamatthew@example.com,001-960-817-0921,retired,0.0,39897.14,733,2016-04-17
CUST101910,Robert,Scott,1987-10-01,38,California,BR108,robertsrobert@example.org,(990)385-0504,Self-Employed,7.2,58852.85,715,2016-09-18
CUST100402,Diana,Dyer,1980-11-11,45,CO,BR100,sharon47@example.org,(852)789-6112x233,Self-Employed,7.9,15984.76,621,2016-06-19
CUST102351,Melanie,Caldwell,1988-06-15,38,NJ,BR105,ymckee@example.net,+1-809-508-5753x7947,Employed,2.5,52268.31,701,2013-04-14
CUST100443,Timothy,Merritt,1992-03-01,34,MO,BR100,jefferygoodman@example.net,+1-405-291-2662x0157,Employed,11.0,16400.02,678,2013-06-22
CUST100065,Tyler,Jordan,1992-11-04,33,OH,BR108,omarpadilla@example.net,+1-751-860-6071,Employed,9.1,119742.55,782,2020-04-11
CUST100702,Rachel,Martin,2001-02-03,25,OH,BR111,edwinsmith@example.net,001-594-748-5862x3945,SE,0.4,13872.74,627,2025-02-12
CUST101425,  Tina  ,Cantrell,2008-03-21,18,California,BR108,anthonyanderson@example.org,001-520-518-2852, Unemployed ,0.0,18063.25,539,2022-03-29
CUST101043,Laura,Manning,1988-02-06,38,OH,BR108,lchavez@example.org,+1-200-288-9911x416,Self-Employed,2.2,26161.19,666,2020-05-15
CUST102457,Elizabeth,Carroll,1994-08-10,32,Florida,BR106,carlmcfarland@example.com,+1-981-210-8023x8836, Employed ,14.0,74689.73,686,2023-03-20
CUST100058,Yolanda,Boone,1983-10-03,42,WI,BR109,fparks@example.net,711.859.2124x998,EMPLOYED,4.9,86669.76,758,2026-07-24
CUST101891,Megan,Munoz,1978-02-22,48,CA,BR106,mannlisa@example.com,,Unemployed,0.0,14314.18,597,2016-06-29
CUST101730,Jennifer,Byrd,1979-09-04,47,MO,BR104,andersonvincent@example.com,640-881-7028, Employed ,5.4,61443.94,696,2012-08-28
CUST101361,Gabrielle,Donovan,1978-02-21,48,CA,BR110,johnsonteresa@example.net,001-866-491-0082x2421,EMPLOYED,0.2,82609.09,822,2017-12-13
CUST102492,Tony,Webb,1988-05-04,38,AZ,BR102,kaitlyndavies@example.net,254-522-4125,Employed,4.2,13924.58,702,2024-06-06
CUST100565,Omar,Silva,1998-12-27,27,VA,BR101,todd24@example.org,877-969-5874x1314,Employed,1.7,91016.91,729,2016-07-30
CUST102443,Gene,Gonzalez,2008-04-11,18,NY,BR101,newmanpamela@example.net,+1-775-586-4740x1925,Employed,0.0,52119.69,658,2024-10-21
CUST100868,William,Kim,1994-03-01,32,WI,BR103,ryanbryan@example.org,380-667-5712x369,Employed,8.3,82758.46,749,2020-08-10
CUST101330,Joshua,Salazar,1999-02-21,27,CA,BR110,dakota75@example.org,+1-389-213-7054x245,employed,9.0,73476.47,700,2019-04-24
CUST100254,Michael,Flores,1980-02-24,46,WI,BR104,carrillogary@example.com,+1-279-527-0335x211,Employed,0.2,50329.06,764,2025-11-17
CUST101097,Isaac,Daniel,1980-10-30,45,VA,BR110,tjackson@example.com,(486)439-4201,Employed,1.4,"$33,079.96",730,2015-05-22
CUST100227,David,Fox,1974-06-22,52,OH,BR101,imendoza@example.org,356.727.1875x00369,Employed,2.4,56190.63,690,2017-02-12
CUST101431,Kimberly,Hall,1969-12-11,56,IN,BR106,robbinsjoseph@example.net,4154273117,Self-Employed,1.6,54128.98,674,2017-08-18
CUST101041,David,Gonzalez,1970-06-15,56,CO,BR104,tina48@example.com,864.470.8213x98654,Employed,1.9,67713.04,710,2013-12-06
CUST100004,Carl,Gentry,2008-02-15,18,WA,BR101,jason76@example.net,724.523.8849x696,Employed,0.0,88709.61,688,2026-08-08
CUST100836,Tonya,Barry,1994-03-27,32,IN,BR100,,(759)242-8249x116,Unemployed,0.0,16168.5,540,2013-10-02
CUST101292,Rebecca,Richard,1949-06-18,77,NC,BR110,joseph50@example.org,+1-701-262-5851,Retired,0.0,34332.67,725,2021-10-25
CUST102025,Michael,Wood,1988-09-21,38,OH,BR109,PMARSH@EXAMPLE.COM,(941)330-2286,Employed,2.7,2224.6850626447585,685,2012-07-14
CUST102299,Cassandra,Gonzales,1980-03-30,46,WI,BR111,jeffrey69@example.com,349.834.7688x9386,EMPLOYED,6.0,77503.0,762,2021-02-23
CUST100099,Jennifer,Garcia,1995-02-19,31,FL,BR102,adampierce@example.org,(877)434-5401x93802,unemployed,0.0,17116.08,639,2025-08-27
CUST101373,  Daisy  ,Miller,1982-12-15,43,CO,BR104,wmorris@example.net,001-359-628-9748x741,Self_Employed,1.9,60534.0,663,2026-03-16
CUST100363,Ellen,Hanson,1995-03-07,31,TX,BR109,matthew23@example.org,394-216-8006,Self-Employed,6.3,74203.38,660,2014-04-14
CUST101550,Claudia,Mcmahon,1987-04-14,39,CA,BR110,david52@example.org,688.721.6511x921,Employed,2.2,36900.94,726,2019-01-20
CUST101825,Rachel,Berg,1986-10-19,39,WI,BR110,cchang@example.org,(438)904-5347,Employed,5.3,71727.91,781,2018-08-04
CUST100036,Travis,Ray,1997-10-15,28,MI,BR110,hernandezlisa@example.com,831-986-9993,Self-Employed,7.0,72207.77,722,2025-04-11
CUST100096,Samantha,Salas,1993-07-01,33,MO,BR111,thorntonapril@example.net,578-565-2785x85497,Employed,0.6,99362.9,753,2015-11-20
CUST102342,Nathan,Jordan,2008-09-13,18,GA,BR107,larry19@example.net,001-241-924-3616x0502,SELF-EMPLOYED,0.0,23683.38,648,2017-09-03
CUST100353,Cody,Brown,1998-12-24,27,TN,BR101,sarah75@example.net,+1-490-604-8964x65280,Unemployed,0.0,,585,2014-04-04
CUST101158,Ian,Johnston,1964-12-17,61,TX,BR103,haley01@example.com,+1-433-228-4423x471,Self-Employed,1.4,76168.19,721,2023-08-27
CUST102448,Ashley,Gilbert,1982-02-24,44,TN,BR105,catherinemedina@example.org,3999728554,Unemployed,0.0,21273.56,588,2020-05-19
CUST101545,Michael,Marshall,1989-04-29,37,MO,BR107,,(839)645-9942,Employed,0.4,97625.79,812,2012-03-13
CUST102398,Matthew,Henry,2007-01-14,19,NC,BR110,,(262)253-0302x413,Employed,1.0,85474.01,720,2013-06-12
CUST100240,Michael,Williams,1985-01-09,41,TN,BR104,teresayoung@example.com,702-349-1630x09792, Employed ,0.6,110658.5,782,2015-06-08
CUST102431,Jacob,Russo,1985-08-03,41,FL,BR101,gking@example.org,001-365-516-0862x495,Employed,6.8,58308.97,721,2014-09-11
CUST101665,James,Brown,1965-02-14,61,NC,BR103,lisa13@example.com,570-605-4558,Employed,4.1,69067.59,771,2016-12-28
CUST100907,Leslie,Simmons,2006-05-19,20,WA,BR105,manningjeremy@example.com,7922300716,Employed,2.0,17358.8,615,2011-10-17
CUST101318,Chloe,Tyler,1977-03-04,49,OH,BR105,,+1-679-890-5221x711,Employed,2.5,79960.52,771,2023-07-08
CUST100294,Jessica,King,2005-01-28,21,MA,BR106,johnsonchristopher@example.net,+1-639-911-1926x92124,Self_Employed,0.5,49828.12,679,2021-07-29
CUST101809,Joseph,Fisher,1990-06-19,36,IL,BR102,ballarddeanna@example.org,579.339.8012x2016,Self-Employed,6.0,78539.84,749,2019-03-14
CUST100970,Karen,Blair,1996-11-27,29,OH,BR106,jamesanderson@example.org,+1-230-520-2569x133,Employed,11.0,90185.47,722,2012-01-19
CUST101308,Diane,Jackson,1986-12-16,39,NJ,BR110,glennwise@example.net,516.381.6360,UNEMPLOYED,0.0,,590,2021-05-25
CUST101247,Gabriella,Martinez,2007-11-16,18,WI,BR101,brenda12@example.com,+1-684-585-6371x1429,Unemployed,0.0,22651.67,563,2012-01-17
CUST100666,Rachel,Wilson,1976-02-08,50,VA,BR108,adam35@example.org,(635)560-2293x9469,Employed,6.1,58557.84,658,2025-10-01
CUST100393,  Brett  ,Mcmillan,1981-09-01,45,VA,BR108,arichard@example.com,687-875-8030,Employed,4.3,85776.63,710,2019-09-01
CUST102386,Dawn,Riley,1999-12-16,26,WI,BR102,zolsen@example.com,609.552.1858x680,Employed,5.0,76272.3,755,2020-10-06
CUST100400,Tyler,Mora,1980-08-20,46,MO,BR103,heatherowens@example.org,275.363.6205, Employed ,10.0,87405.95,736,2017-01-23
CUST100705,Laura,Estrada,1976-04-27,50,MO,BR106,chrisrodriguez@example.org,4903040476, Employed ,10.2,44911.48,710,2012-07-09
CUST102040,Hannah,Cummings,2003-10-04,22,IN,BR104,fthompson@example.net,+1-990-788-0683x1121,Employed,3.3,47156.0,615,2020-09-17
CUST100616,Rebecca,Anderson,1976-08-22,50,MO,BR109,bruce33@example.net,001-997-571-8051x37171,Employed,0.4,0.0,630,2013-03-19
CUST100615,Melanie,Medina,1980-09-07,46,GA,BR107,wallerbrian@example.net,333.542.3372x09484,Self-Employed,0.8,42874.61,684,2022-08-30
CUST100369,  Robert  ,Chaney,1988-10-28,37,TN,BR104,jimmy80@example.org,(545)322-8015x619,Employed,0.1,86844.73,761,2020-02-09
CUST100679,Theresa,Beck,1996-08-17,30,WI,BR105,reginadavis@example.org,(967)467-2095,Self-Employed,1.3,63256.34,799,2018-05-25
CUST100781,Sandy,Ramirez,1984-04-22,42,IL,BR104,whorton@example.com,+1-420-519-0432,Employed,4.0,65464.74,701,2022-09-22
CUST102254,Jared,Smith,1980-09-14,46,MO,BR108,ipetersen@example.com,373.992.0244x4073,Employed,14.2,78526.69,790,2012-12-04
CUST101523,Desiree,Dalton,1985-05-26,41,NC,BR101,danielle96@example.com,+1-674-342-5269x420,employed,0.7,99840.15,725,2017-10-03
CUST101047,Kathryn,Ramirez,1968-12-05,57,CO,BR101,ujohnson@example.com,001-999-444-9466,Employed,0.4,88700.41,758,2022-05-29
CUST101728,Emily,Harmon,1989-08-02,37,CA,BR100,natalie11@example.org,559.363.7311x493,Self-Employed,9.0,73128.12,720,2025-02-11
CUST100199,Willie,Bennett,1989-11-24,36,WI,BR103,qramirez@example.org,(794)205-7202,Employed,2.2,30500.37,688,2023-04-07
CUST101329,Kathleen,Tran,1967-11-22,58,IN,BR103,eric02@example.net,835-309-4765x118,Self-Employed,8.5,107911.98,762,2026-05-05
CUST101269,Chelsea,Bailey,1968-02-02,58,VA,BR107,dpowell@example.com,709-496-8334x4009,Employed,2.6,67284.17,715,2014-02-17
CUST101830,Jonathan,Barker,1969-05-31,57,NJ,BR110,gregory63@example.com,(288)662-3357,Employed,0.1,64228.5,675,2015-11-03
CUST101116,Scott,Smith,1984-07-17,42,NJ,BR106,wendy82@example.com,388.843.0217,Employed,16.9,0.0,684,2018-10-04
CUST100467,Corey,Mcmahon,1997-03-03,29,VA,BR101,,001-820-323-6848x5571,Employed,11.0,58231.62,719,2018-12-04
CUST100655,Ann,Hansen,1977-11-23,48,TN,BR108,huangthomas@example.net,(915)814-9409,Self-Employed,6.7,46438.5,706,2022-03-25
CUST101536,Michael,Lopez,1989-08-06,37,MI,BR107,marshdaniel@example.net,238-807-8287,Employed,6.6,9769.4,681,2017-12-06
CUST100703,Debra,Hayes,2008-02-12,18,NJ,BR107,pmorrison@example.net,663.721.0613x39439,Employed,0.0,87323.72,767,2018-08-23
CUST101401,  Laura  ,Carroll,2008-08-20,18,TN,BR107,obrewer@example.com,(751)397-0181,Employed,0.0,54407.57,701,2014-07-11
CUST102094,Monica,Bailey,1974-05-31,52,IL,BR109,pageamanda@example.org,7779842845,Employed,11.7,40300.74,740,2018-03-29
CUST100322,Valerie,Jones,2007-08-04,19,WA,BR106,adavis@example.net,962-287-9232x648,Unemployed,0.0,13409.96,539,2023-12-31
CUST100403,Daisy,Mccall,1979-02-25,47,IL,BR102,melissaphillips@example.org,830-742-8973x17912,Employed,5.7,95112.42,727,2019-02-28
CUST100225,Thomas,Gomez,1993-08-27,33,CO,BR111,ian37@example.net,733.443.3339,Employed,6.9,50743.7,614,2023-05-06
CUST100534,  Jennifer  ,Morgan,1997-01-28,29,CO,BR102,joshuafarmer@example.com,(717)867-9298x8425,Self_Employed,9.8,16611.46,622,2012-09-24
CUST100783,Nicholas,Jackson,1987-11-19,38,AZ,BR109,patelgabrielle@example.com,512-431-2616,Self-Employed,2.0,65475.36,670,2015-09-11
CUST101200,  Heather  ,Brooks,1977-06-15,49,NC,BR101,mcarter@example.org,(311)449-7887x953,Employed,0.3,81685.99,731,2024-10-10
CUST100613,Wendy,Sullivan,1979-06-21,47,PA,BR105,teresaschneider@example.net,758.556.7287x27601,Employed,10.3,96130.34,712,2016-05-03
CUST100793,Nicole,Wright,2001-03-13,25,IL,BR110,nicholasgallagher@example.net,+1-616-843-2126x9428,Employed,2.1,61176.58,676,2016-02-29
CUST100084,Anna,Green,1985-02-10,41,WI,BR103,jane39@example.com,001-373-612-1727x155,Employed,3.3,67050.51,697,2025-01-07
CUST102333,Daniel,Vincent,2002-10-05,23,AZ,BR107,alex47@example.org,753-210-7371x22072,Employed,5.0,84707.19,781,2019-11-12
CUST102438,Tamara,Burch,1958-04-30,68,OH,BR102,zhall@example.org,001-954-871-5433x82541,employed,1.3,104112.98,705,2019-11-06
CUST101073,Jeremy,Smith,1998-01-12,28,MA,BR108,pamelaphillips@example.org,885-472-6029x2546,Employed,4.7,99426.63,797,2025-01-19
CUST101412,Michele,Harmon,1961-02-07,65,FL,BR110,cameronnicholas@example.net,001-992-961-3826x8709,Retired,0.0,44073.89,671,2025-01-02
CUST100817,Richard,Mcdonald,1991-08-22,35,OH,BR106,marshalljamie@example.org,+1-911-992-0613x63852,Employed,7.5,34169.63,677,2019-11-14
CUST102376,Cynthia,Collier,1977-12-16,48,NY,BR103,jennifer98@example.org,2638267392,Self-Employed,0.8,20648.46,695,2023-12-19
CUST101016,Ruth,Baker,2003-04-03,23,NC,BR101,lisa43@example.com,728.868.1123x0388,Employed,5.0,50554.44,729,2024-05-21
CUST100977,Nina,Duran,1984-01-16,42,MA,BR109,lgarcia@example.org,464.333.8722x0542, Employed ,9.6,113341.94,728,2017-04-30
CUST102217,Nancy,Parks,1990-11-29,35,TN,BR108,mccarthyrickey@example.net,001-606-557-4169,Employed,16.7,52751.42,780,2026-01-06
CUST101977,Brent,Stuart,1991-09-17,35,CO,BR107,burkealan@example.net,8474260979,self-employed,4.6,146291.45,795,2020-08-08
CUST100813,Tina,Hughes,2007-11-03,18,NJ,BR104,charlesbarnett@example.net,200-916-8094x14915,Employed,0.0,52269.87,711,2017-10-22
