application_id,customer_id,application_date,loan_purpose,loan_amount_requested,term_months,interest_rate_offered,channel,bad_flag,first_name,last_name,date_of_birth,age_at_2024,gender,state,postcode,employment_type,employment_tenure_months,annual_income,residential_status,dependents,customer_since,bureau_credit_score,enquiries_last_6m,active_credit_accounts,defaults_on_file,months_since_last_delinquency,total_existing_debt,credit_utilization_pct,credit_file_age_months
APP004617,CUST001087,2023-05-24,Other,4000,36,12.17,Branch,0,Earl,Bailey,1991-06-22,32,M,WA,2674,Full-Time,5,57089.88,Mortgage,2,2018-05-08,588,2,5,0,,30633.47,65.6,124
APP004618,CUST000688,2023-12-03,Debt Consolidation,29000,36,19.8,Online,0,Amber,Shaw,1977-06-20,46,F,NSW,2992,Full-Time,29,58477.81,Mortgage,2,2020-11-02,507,4,1,1,11.0,24025.44,40.9,146
APP004620,CUST005288,2023-03-12,Medical,31500,48,7.77,Branch,0,Gerald,Schultz,1997-08-21,26,F,SA,4128,Full-Time,51,77113.27,Mortgage,2,2017-06-12,736,2,4,0,,4062.98,33.7,15
APP004621,CUST000693,2023-12-01,Car Purchase,11000,24,20.58,Online,0,Jeremy,Garcia,1983-02-16,40,M,VIC,2838,Full-Time,20,123008.63,Renting,1,2020-08-12,787,2,4,0,,0.0,7.1,63
APP004623,CUST004000,2023-06-13,Home Renovation,30000,36,20.25,Broker,0,Brad,Gomez,1960-05-29,63,M,NSW,2441,Casual,5,47276.07,Mortgage,2,2023-10-01,571,5,2,2,1.0,28485.76,46.1,102
APP004625,CUST004053,2024-02-22,Car Purchase,31000,36,12.96,Broker,0,James,Patterson,1985-10-14,38,F,QLD,2072,Full-Time,33,83956.1,Living with Family,2,2017-10-24,891,0,1,0,,0.0,11.9,96
APP004627,CUST005714,2023-04-02,Debt Consolidation,17000,60,12.54,Broker,0,David,Wang,1962-05-16,61,M,NSW,2657,Part-Time,1,60453.74,Living with Family,0,2019-06-20,585,3,1,2,73.0,24801.77,82.2,63
APP004629,CUST005495,2023-11-13,Home Renovation,33000,36,8.39,Online,0,Peter,Valdez,2003-06-11,20,F,NSW,2949,Full-Time,10,99032.37,Mortgage,1,2017-07-11,710,2,3,0,,16934.46,77.0,113
APP004630,CUST000671,2023-08-17,Debt Consolidation,17500,36,21.26,Online,0,Zachary,Hall,1984-07-01,39,M,QLD,2640,Full-Time,17,45338.53,Owner,0,2019-12-18,617,2,3,0,,0.0,55.7,39
APP004632,CUST004734,2023-12-06,Travel,49500,24,9.64,Broker,0,Morgan,Bishop,1967-11-25,56,F,QLD,2651,Full-Time,2,108439.88,Mortgage,1,2019-06-03,785,1,8,0,,13536.36,40.2,98
APP004633,CUST001850,2024-01-17,Travel,43500,24,16.81,Branch,0,Sandra,Thompson,1975-10-18,48,F,QLD,2920,Self-Employed,15,78202.3,Renting,0,2021-07-08,622,2,8,1,2.0,35154.13,53.9,90
APP004634,CUST004278,2024-03-02,Debt Consolidation,37500,60,9.83,Online,0,Evan,Kirk,1997-09-12,26,F,NSW,2956,Full-Time,7,104473.7,Owner,0,2019-01-13,766,0,1,0,,0.0,20.3,144
APP004637,CUST000670,2023-01-27,Debt Consolidation,18500,24,10.68,Broker,0,Diane,Lara,1961-06-04,62,F,NSW,2923,Full-Time,15,67167.22,Renting,0,2017-01-10,746,4,5,0,,16361.33,60.1,58
APP004638,CUST002725,2023-08-22,Travel,32000,24,10.11,Branch,0,Shannon,Mueller,1985-08-29,38,F,VIC,2505,Full-Time,42,157198.21,Mortgage,1,2018-11-22,898,1,9,0,,0.0,0.0,138
APP004639,CUST005504,2023-05-29,Travel,23500,12,21.09,Online,0,Mike,Gutierrez,1966-03-07,57,M,QLD,2912,Full-Time,11,82605.01,Renting,3,2021-09-12,679,1,1,1,70.0,27989.02,84.6,77
APP004641,CUST005777,2023-09-17,Debt Consolidation,41000,36,7.71,Online,0,Robert,Gray,1950-06-24,73,F,WA,2920,Self-Employed,16,77899.97,Mortgage,4,2021-06-29,761,1,3,0,,21947.18,35.1,54
APP004642,CUST001115,2023-01-05,Debt Consolidation,24000,36,9.19,Online,0,Michelle,Richards,1977-01-27,46,M,VIC,2664,Full-Time,3,99213.13,Living with Family,1,2021-11-06,847,3,5,0,,14376.08,39.3,76
APP004643,CUST004067,2023-03-03,Car Purchase,29500,24,8.16,Branch,0,Timothy,Dawson,1959-11-06,64,M,SA,2609,Full-Time,11,121393.68,Owner,2,2022-09-13,685,3,3,0,,17920.19,15.7,65
APP004644,CUST000599,2023-04-21,Debt Consolidation,39000,60,12.57,Online,0,Carrie,Parsons,1981-06-06,42,M,VIC,2664,Full-Time,1,66823.09,Mortgage,1,2020-10-06,651,2,8,0,,12900.17,73.2,106
APP004645,CUST000360,2024-03-04,Wedding,32500,12,17.44,Branch,0,Ashley,Atkinson,1982-06-08,41,M,VIC,4562,Casual,41,30433.59,Owner,1,2023-11-03,593,3,3,0,,23249.45,50.4,49
APP004646,CUST001654,2023-07-23,Wedding,25000,36,10.49,Broker,0,Jesse,Chapman,1953-02-01,70,F,VIC,2686,Full-Time,6,67817.67,Mortgage,3,2023-06-14,658,2,3,0,,47581.22,17.5,118
APP004648,CUST001276,2023-11-20,Debt Consolidation,40000,48,8.66,Branch,0,Christopher,Fisher,1963-07-25,60,M,SA,1531,Full-Time,8,53277.97,Mortgage,0,2018-09-17,689,2,5,0,,26181.93,57.7,194
APP004649,CUST000023,2023-03-26,Home Renovation,15500,24,10.23,Online,0,Stacey,Miller,2000-08-25,23,F,NSW,2920,Full-Time,9,78213.98,Renting,0,2024-01-26,877,2,8,0,,10869.82,20.9,65
APP004651,CUST002558,2024-03-22,Car Purchase,38000,12,17.87,Branch,0,Michelle,Cobb,1970-10-27,53,M,NSW,842,Part-Time,118,29750.84,Renting,2,2021-03-30,729,2,3,0,,20490.19,41.8,99
APP004653,CUST004446,2023-02-10,Debt Consolidation,22000,24,8.51,Branch,0,Angela,Marsh,1951-09-05,72,F,VIC,215,Self-Employed,12,62850.64,Owner,3,2017-12-27,594,1,6,0,,13737.91,43.3,60
APP004654,CUST000169,2023-02-23,Home Renovation,3000,60,13.23,Broker,0,Duane,Anderson,1999-07-07,24,F,NSW,2721,Full-Time,23,100241.76,Renting,0,2022-09-03,844,2,1,0,,1661.21,27.6,129
APP004655,CUST002345,2023-06-15,Wedding,28500,36,8.31,Broker,0,Yvette,Ramirez,1997-01-13,26,F,WA,218,Part-Time,44,34139.61,Owner,0,2019-12-31,705,1,6,0,,17321.83,7.0,19
APP004657,CUST003864,2023-06-14,Debt Consolidation,40500,60,8.18,Online,0,Lisa,Mckinney,1986-09-23,37,F,VIC,2645,Full-Time,18,49670.3,Renting,4,2017-11-09,678,2,1,0,,18184.43,54.2,163
APP004664,CUST001955,2023-04-01,Debt Consolidation,31000,36,14.24,Online,0,Amy,Davis,1951-03-15,72,M,VIC,2901,Casual,2,24710.21,Mortgage,2,2017-10-22,552,4,3,2,73.0,28504.58,100.0,88
APP004665,CUST000948,2023-06-06,Other,10500,36,8.81,Online,0,Sarah,Robertson,1969-03-13,54,F,SA,2970,Full-Time,81,68728.68,Mortgage,0,2017-09-21,629,3,4,0,,14600.32,68.6,94
APP004667,CUST004677,2024-03-20,Home Renovation,2000,36,21.78,Broker,0,William,Stephenson,1965-11-23,58,F,NSW,2921,Full-Time,11,110663.16,Mortgage,3,2018-11-05,768,0,7,0,,0.0,3.2,162
APP004668,CUST003071,2023-04-14,Home Renovation,8000,48,12.87,Branch,0,Jack,Wyatt,1994-04-11,29,F,NSW,2619,Part-Time,16,48434.94,Mortgage,0,2022-03-16,707,2,5,1,1.0,26282.58,69.1,95
APP004669,CUST005428,2024-03-21,Wedding,6000,24,17.34,Online,0,Jennifer,Alexander,1975-06-20,48,M,NSW,2070,Part-Time,1,52818.02,Mortgage,1,2020-07-23,613,7,2,0,,25109.74,64.1,102
APP004670,CUST000977,2024-03-07,Car Purchase,50000,60,16.81,Branch,0,Christopher,Clark,1983-10-13,40,M,NSW,2918,Full-Time,10,80653.43,Renting,0,2025-08-09,582,2,2,0,,16929.87,11.9,88
APP004671,CUST003428,2023-03-25,Car Purchase,35000,24,18.23,Broker,0,Joseph,Adams,2002-01-02,22,M,QLD,2949,Full-Time,18,107366.2,Mortgage,0,2020-02-27,859,3,7,0,,22295.62,5.0,122
APP004672,CUST003401,2024-01-09,Debt Consolidation,9000,60,14.77,Online,0,William,Olson,2000-02-05,23,M,SA,2990,Full-Time,99,45844.34,Owner,1,2023-05-27,721,1,0,0,,19488.36,27.4,120
APP004673,CUST000132,2023-08-15,Home Renovation,42500,24,15.07,Online,0,Carol,Francis,1960-10-12,63,F,NSW,2621,Full-Time,39,45084.13,Mortgage,2,2019-03-19,713,0,4,0,,0.0,6.5,132
APP004674,CUST000675,2023-04-11,Home Renovation,22000,24,16.61,Online,0,Richard,Smith,1976-02-07,47,M,VIC,2656,Casual,1,48830.18,Renting,1,2021-04-13,546,4,3,3,20.0,21211.82,96.5,71
APP004675,CUST000260,2023-02-07,Car Purchase,17000,24,8.16,Branch,0,Jennifer,Mendoza,1972-10-26,51,F,QLD,269,Full-Time,55,68106.2,Mortgage,0,2017-05-22,734,2,1,0,,0.0,58.9,153
APP004676,CUST001777,2023-11-28,Debt Consolidation,32000,36,11.08,Online,0,Michelle,Pennington,1997-06-24,26,M,VIC,7772,Full-Time,24,83590.57,Renting,0,2020-12-26,665,5,1,0,,24190.99,73.2,98
APP004677,CUST004165,2024-02-07,Car Purchase,24000,24,11.97,Online,0,Cynthia,Nielsen,1988-02-15,35,M,NSW,957,Full-Time,56,90406.84,Renting,0,2017-11-21,810,1,3,0,,5042.02,9.1,107
APP004678,CUST003720,2023-12-25,Debt Consolidation,10000,48,13.83,Branch,0,Samantha,Barnes,1962-03-22,61,F,VIC,2913,Full-Time,44,58717.67,Mortgage,0,2025-05-03,650,0,2,0,,6653.16,26.1,68
APP004679,CUST002696,2023-01-28,Travel,29000,36,9.33,Online,1,Katelyn,Morgan,1970-11-06,53,F,QLD,2097,Self-Employed,12,74196.66,Renting,1,2023-10-08,790,1,1,1,40.0,30263.53,44.4,92
APP004680,CUST004556,2023-04-09,Car Purchase,36500,12,18.54,Broker,0,Matthew,Berg,1959-11-03,64,F,WA,2669,Full-Time,33,96496.92,Renting,1,2020-01-01,847,2,2,0,,8645.34,25.5,13
APP004682,CUST005194,2023-04-08,Other,48500,24,20.48,Broker,0,Anthony,Henry,1967-06-21,56,F,QLD,2665,Casual,27,25068.16,Mortgage,0,2025-05-19,666,1,1,0,,14263.19,76.6,160
APP004683,CUST003403,2023-03-29,Debt Consolidation,2500,48,21.04,Online,0,Heather,Brown,1997-10-10,26,F,VIC,9618,Self-Employed,16,81444.13,Renting,2,2024-07-03,528,3,1,0,,19595.13,100.0,104
APP004685,CUST003552,2023-01-05,Debt Consolidation,2000,24,19.12,Broker,0,Todd,Willis,1968-01-01,56,F,SA,2583,Full-Time,13,72005.72,Mortgage,0,2025-07-21,896,2,7,0,,1974.33,0.0,68
APP004686,CUST005360,2023-08-22,Travel,6500,36,8.32,Online,0,Kristen,Ochoa,1984-02-28,39,F,WA,9546,Full-Time,33,61678.18,Living with Family,1,2016-11-29,626,6,2,1,8.0,20247.78,100.0,81
APP004687,CUST004941,2023-10-20,Debt Consolidation,12500,36,19.51,Online,0,Lindsey,Ross,1957-02-13,66,F,NSW,9967,Full-Time,2,98577.45,Living with Family,0,2022-07-31,773,0,6,0,,20115.92,24.3,98
APP004688,CUST002031,2023-01-12,Car Purchase,7500,36,20.26,Online,0,Patricia,Adkins,1954-11-25,69,M,SA,5825,Casual,28,43444.51,Owner,0,2023-05-18,673,1,3,0,,27814.32,55.3,92
APP004692,CUST000681,2023-07-17,Car Purchase,35000,36,17.09,Online,0,Emily,Nicholson,1955-02-14,68,F,NSW,2382,Full-Time,123,42923.03,Renting,4,2021-01-05,695,4,4,1,6.0,9508.97,59.5,134
APP004694,CUST004613,2023-01-28,Debt Consolidation,27000,12,20.02,Branch,0,Stephanie,Gregory,1991-07-25,32,M,WA,2650,Casual,15,20782.24,Mortgage,1,2017-03-24,606,7,5,0,,16164.82,68.5,161
APP004695,CUST001751,2023-11-21,Home Renovation,23000,48,7.73,Online,0,Lawrence,Pearson,1981-05-15,42,F,NSW,2947,Self-Employed,10,67253.31,Living with Family,2,2023-02-08,693,1,1,0,,20937.47,33.7,31
APP004697,CUST002873,2023-10-22,Debt Consolidation,43500,48,18.99,Online,0,Micheal,Love,1957-08-28,66,F,NSW,2619,Part-Time,41,39707.49,Renting,1,2019-02-12,730,0,2,0,,15793.72,46.6,121
APP004699,CUST002042,2023-02-15,Car Purchase,13000,24,10.32,Online,0,Dana,Wilson,1962-08-29,61,M,TAS,2920,Full-Time,25,60363.24,Mortgage,1,2017-04-28,816,2,5,0,,8118.83,0.0,3
APP004700,CUST000893,2024-03-19,Car Purchase,44000,24,20.57,Online,0,David,Gates,1990-10-17,33,F,NSW,2626,Full-Time,3,71594.74,Renting,2,2022-08-19,675,1,5,0,,17765.9,48.5,151
APP004701,CUST005054,2023-05-20,Home Renovation,24000,24,9.75,Online,0,Joseph,Crawford,1997-03-17,26,M,SA,2908,Full-Time,108,49431.23,Mortgage,3,2018-07-27,666,4,1,0,,27013.62,60.8,113
APP004703,CUST002318,2023-05-20,Debt Consolidation,43500,60,13.16,Broker,0,Ryan,Dodson,1985-03-27,38,F,QLD,2179,Full-Time,2,66603.71,Mortgage,2,2021-08-25,797,1,4,0,,0.0,35.2,149
APP004705,CUST002658,2023-12-31,Car Purchase,39000,48,22.43,Broker,0,Anthony,Fernandez,1953-04-22,70,M,NSW,275,Casual,58,45206.53,Renting,0,2020-12-25,587,1,2,1,8.0,44456.19,65.1,112
APP004706,CUST004273,2023-09-20,Wedding,46000,48,16.88,Online,0,Timothy,Oconnor,1976-11-29,47,M,VIC,1676,Full-Time,23,76582.91,Living with Family,3,2017-09-13,738,1,4,0,,0.0,21.8,159
APP004707,CUST003909,2023-06-29,Debt Consolidation,11500,24,21.09,Broker,0,Michael,Johnson,1992-04-07,31,F,VIC,2567,Full-Time,14,54031.79,Mortgage,3,2020-07-27,780,0,1,0,,7129.6,52.8,65
APP004708,CUST003925,2023-05-20,Car Purchase,29000,36,8.82,Online,0,Jose,Wheeler,1984-09-22,39,M,NSW,928,Full-Time,12,70207.73,Renting,0,2025-04-03,707,2,4,0,,21473.95,67.6,29
APP004709,CUST003039,2023-07-16,Home Renovation,29500,12,17.8,Broker,0,Stuart,Wallace,1985-10-02,38,M,VIC,217,Part-Time,52,34757.61,Renting,1,2024-12-27,704,2,1,0,,4876.2,44.8,76
APP004711,CUST001543,2023-02-22,Debt Consolidation,7000,48,13.34,Online,0,Nicole,Henderson,1978-01-08,46,F,QLD,2859,Part-Time,11,45341.07,Living with Family,2,2017-09-10,699,4,2,0,,24437.63,70.8,136
APP004712,CUST003647,2023-04-05,Other,24000,48,19.32,Broker,0,Jennifer,Martinez,1984-01-13,39,F,VIC,2994,Casual,37,45767.89,Renting,0,2022-09-15,695,2,1,2,45.0,0.0,53.0,77
APP004713,CUST000058,2023-06-09,Debt Consolidation,35000,36,17.28,Branch,0,Joseph,Rodriguez,2005-07-21,18,M,WA,2605,Self-Employed,24,58885.82,Owner,1,2023-04-13,603,5,2,0,,20528.31,64.4,71
APP004714,CUST004466,2023-10-31,Home Renovation,12500,24,11.47,Broker,0,Daniel,Perez,1964-01-19,59,F,WA,841,Full-Time,86,80268.25,Mortgage,0,2018-05-25,822,2,4,0,,6410.75,50.2,53
APP004716,CUST001960,2023-03-18,Car Purchase,7000,36,19.6,Online,0,Jerry,Valentine,1970-10-05,53,F,VIC,8252,Full-Time,27,62736.96,Renting,0,2017-08-17,582,1,3,0,,13545.18,65.2,170
APP004717,CUST005429,2024-01-26,Travel,38500,12,12.94,Online,0,Joseph,Bennett,1951-03-04,72,F,QLD,2833,Self-Employed,14,37798.67,Mortgage,1,2024-07-27,752,4,6,0,,15293.34,6.5,142
APP004719,CUST005877,2024-03-14,Home Renovation,13000,36,15.5,Online,0,Jonathan,Moses,1987-05-05,36,M,WA,6196,Self-Employed,21,33664.87,Renting,3,2016-12-15,623,3,2,0,,16621.89,92.3,122
APP004720,CUST004881,2023-04-08,Car Purchase,45000,60,13.7,Online,0,Samantha,Carter,1978-06-22,45,M,NSW,2978,Part-Time,64,40288.23,Owner,1,2017-09-10,688,1,1,1,4.0,22220.32,39.2,27
APP004722,CUST004023,2024-01-18,Other,47000,36,19.74,Broker,0,David,Lee,1966-01-04,58,M,QLD,2481,Self-Employed,11,80352.46,Owner,0,2020-09-28,712,1,3,0,,13948.78,45.6,25
APP004725,CUST005895,2023-04-27,Debt Consolidation,2000,60,11.07,Online,0,Aaron,Rodriguez,1994-10-04,29,M,VIC,2637,Part-Time,19,50751.58,Mortgage,1,2021-11-27,790,1,3,0,,12445.94,14.1,21
APP004726,CUST004698,2023-02-07,Car Purchase,27500,48,14.04,Branch,0,Michelle,Stevens,1981-01-25,42,M,QLD,2643,Self-Employed,13,94623.66,Owner,2,2023-06-09,581,3,2,1,26.0,33506.3,49.6,35
APP004727,CUST000217,2024-02-05,Car Purchase,11500,36,17.47,Broker,0,Henry,Lewis,1970-10-04,53,F,ACT,2920,Full-Time,45,44406.52,Renting,4,2018-06-15,682,0,1,0,,27692.26,73.3,99
APP004728,CUST003236,2023-03-06,Travel,31500,24,20.72,Branch,0,Michael,Garcia,1994-08-17,29,M,SA,2502,Full-Time,4,74657.86,Renting,3,2017-07-18,609,0,2,0,,37586.33,51.4,111
APP004730,CUST003014,2024-03-06,Medical,47000,36,19.81,Online,0,Brad,Price,1988-10-20,35,M,SA,5877,Full-Time,15,124066.51,Renting,0,2022-06-21,880,2,6,0,,17876.07,6.8,160
APP004732,CUST003836,2023-10-28,Home Renovation,32500,36,10.84,Online,0,Margaret,Johnson,2000-12-15,23,F,VIC,2284,Full-Time,2,54359.05,Owner,1,2021-04-03,654,1,2,0,,7946.93,61.9,140
APP004733,CUST002852,2023-06-14,Wedding,43000,24,15.61,Online,0,Christopher,Hunt,2003-08-29,20,F,VIC,2995,Full-Time,7,82801.33,Owner,0,2019-12-24,669,1,3,0,,17058.33,85.4,227
APP004736,CUST002231,2023-07-13,Other,44500,48,16.32,Online,0,Tina,Larson,1974-07-14,49,F,VIC,2916,Full-Time,2,120516.53,Living with Family,2,2020-03-16,739,1,8,0,,0.0,29.9,91
APP004738,CUST000915,2023-02-03,Travel,41000,36,10.29,Online,0,Brittany,Meyers,1959-08-17,64,M,VIC,2517,Full-Time,30,68347.99,Mortgage,0,2022-01-29,781,2,5,0,,22454.85,0.0,24
APP004741,CUST004082,2023-08-30,Other,42500,36,8.51,Online,0,Brianna,Hill,1984-01-22,39,F,NSW,9873,Unemployed,0,18792.61,Mortgage,2,2025-02-18,571,3,5,0,,52440.65,56.1,52
APP004742,CUST000822,2024-01-25,Debt Consolidation,40500,24,18.09,Online,1,Laura,Mclaughlin,1976-09-09,47,F,VIC,2679,Full-Time,2,80616.1,Mortgage,1,2025-09-18,568,5,0,1,3.0,48060.4,100.0,122
APP004743,CUST004860,2023-08-11,Debt Consolidation,30000,48,8.95,Online,0,Victoria,Lewis,1957-06-05,66,M,QLD,5039,Full-Time,5,83571.54,Mortgage,0,2020-11-01,811,0,3,0,,16383.73,0.0,136
APP004745,CUST005844,2023-04-14,Travel,20500,60,14.09,Online,0,Luis,Smith,1952-06-10,71,F,VIC,2248,Self-Employed,7,109451.8,Mortgage,1,2024-06-02,632,4,3,1,29.0,36474.96,70.0,149
APP004746,CUST004262,2023-07-23,Debt Consolidation,23000,24,21.72,Broker,0,Christopher,Rodriguez,1996-06-03,27,F,QLD,2920,Full-Time,8,18590.16,Renting,1,2023-10-31,698,1,6,0,,8183.33,64.6,114
APP004747,CUST002613,2023-12-10,Other,2500,36,15.25,Online,0,Heather,Crawford,1957-02-28,66,F,NSW,2013,Full-Time,1,77034.03,Mortgage,1,2025-06-11,836,0,7,0,,0.0,27.6,148
APP004748,CUST001251,2023-09-04,Medical,9000,48,12.26,Broker,0,Sandra,Hernandez,1995-04-12,28,M,SA,2959,Self-Employed,22,70065.05,Renting,1,2022-05-24,694,1,6,0,,14304.94,55.4,39
APP004750,CUST005323,2024-01-02,Medical,12500,48,13.6,Online,0,Benjamin,Chan,1951-07-17,72,F,QLD,1409,Full-Time,4,65780.23,Owner,2,2019-07-09,734,3,2,0,,7120.94,1.9,3
APP004752,CUST001069,2024-01-30,Home Renovation,36000,60,9.84,Online,0,Brandon,Williamson,1999-02-18,24,F,QLD,7421,Full-Time,10,97243.0,Mortgage,3,2025-05-07,672,1,4,0,,12972.8,1.8,158
APP004753,CUST004857,2024-03-26,Other,44000,60,12.83,Online,0,Amber,Walker,1988-05-02,35,M,QLD,826,Casual,14,30340.38,Owner,1,2019-05-01,767,0,4,0,,0.0,74.4,53
APP004754,CUST001195,2023-10-21,Debt Consolidation,25000,24,12.27,Branch,0,Daniel,Ramirez,1986-10-03,37,M,QLD,3728,Full-Time,8,77829.82,Mortgage,0,2018-06-20,710,2,2,0,,21643.58,33.5,56
APP004758,CUST002329,2023-01-03,Car Purchase,30000,60,8.06,Online,0,Frank,Davis,1961-07-25,62,F,NSW,2924,Self-Employed,16,57054.23,Renting,3,2025-09-15,724,1,2,0,,25047.32,67.0,101
APP004760,CUST002225,2023-08-25,Travel,2500,36,8.04,Broker,0,Jennifer,Carter,1956-07-10,67,F,VIC,2693,Casual,12,60590.26,Living with Family,1,2022-02-09,686,0,5,0,,15106.56,79.7,112
APP004761,CUST001923,2023-01-30,Wedding,27500,12,14.52,Online,0,Monica,Hebert,1953-09-29,70,M,NSW,2673,Full-Time,89,62333.98,Owner,1,2019-06-14,735,2,3,0,,19299.58,25.1,87
APP004762,CUST001444,2023-11-24,Medical,43000,60,15.73,Online,0,John,Stephens,1977-07-03,46,M,VIC,2881,Full-Time,87,71702.23,Living with Family,1,2016-11-30,686,5,1,0,,42300.42,42.6,74
APP004763,CUST003426,2023-02-25,Wedding,12000,36,13.3,Online,0,Philip,Smith,1977-02-12,46,F,VIC,2182,Casual,172,35719.23,Renting,2,2024-04-16,801,3,6,0,,14689.23,53.0,94
APP004764,CUST002925,2023-09-20,Travel,19000,24,9.75,Online,1,Michael,Pittman,1981-04-26,42,F,QLD,2679,Full-Time,6,38534.26,Renting,0,2024-10-28,489,5,2,4,1.0,30319.5,85.4,56
APP004765,CUST001730,2023-02-09,Car Purchase,11000,48,16.12,Online,0,Seth,Walker,1952-05-16,71,M,QLD,2648,Self-Employed,5,51241.11,Mortgage,2,2018-07-31,649,1,2,0,,8951.56,43.9,3
APP004766,CUST004033,2023-11-10,Car Purchase,29000,60,14.84,Online,0,Alicia,Norris,2001-06-10,22,F,WA,6990,Full-Time,12,71081.42,Owner,2,2020-04-02,648,6,0,3,20.0,35692.43,50.6,101
APP004767,CUST004269,2023-12-25,Car Purchase,33500,48,15.42,Broker,0,Amanda,Hurst,1994-12-26,29,M,SA,2920,Self-Employed,80,57876.9,Mortgage,2,2025-03-05,628,1,3,0,,17163.26,14.5,35
APP004768,CUST001057,2023-10-10,Debt Consolidation,22500,24,10.13,Online,0,Scott,Smith,1963-06-09,60,F,QLD,2994,Casual,77,41889.86,Mortgage,1,2019-06-08,708,1,1,0,,16306.73,11.9,39
APP004771,CUST001200,2023-01-04,Home Renovation,2500,60,14.08,Branch,0,David,Holmes,1973-04-29,50,M,NSW,2920,Full-Time,25,80973.4,Renting,2,2019-12-24,741,1,5,0,,23488.34,2.1,82
APP004772,CUST003719,2023-05-12,Car Purchase,16500,36,10.19,Online,0,Austin,Webster,1992-02-23,31,M,WA,2663,Self-Employed,12,55598.4,Renting,0,2018-10-23,645,5,2,0,,19824.74,36.5,162
APP004775,CUST005046,2023-01-15,Debt Consolidation,15000,60,10.39,Broker,0,Brittany,Wyatt,1977-03-01,46,F,NSW,2052,Casual,10,44880.01,Mortgage,0,2020-05-31,670,3,2,0,,21899.29,43.3,185
APP004777,CUST004917,2023-10-18,Wedding,46000,36,18.51,Branch,0,Virginia,Vargas,2002-11-26,21,M,VIC,2971,Full-Time,65,78327.84,Owner,0,2020-08-03,743,2,1,0,,5572.63,45.1,108
APP004781,CUST005935,2024-02-08,Home Renovation,10000,60,21.93,Broker,0,Matthew,May,1990-12-01,33,M,VIC,2609,Full-Time,38,84073.48,Renting,0,2022-01-14,842,2,4,0,,9025.64,47.8,112
APP004782,CUST003831,2024-01-20,Car Purchase,32000,48,8.52,Online,0,Diana,Stevens,1966-08-16,57,M,NSW,2673,Full-Time,40,88858.27,Renting,1,2022-07-28,688,0,3,0,,12616.19,45.8,168
APP004784,CUST004891,2023-01-06,Car Purchase,29000,36,17.52,Broker,0,Sarah,Evans,1959-04-27,64,F,VIC,2685,Part-Time,29,38040.18,Mortgage,0,2018-12-26,622,8,2,1,25.0,25469.3,79.6,49
APP004785,CUST003590,2024-02-06,Debt Consolidation,24000,60,12.08,Online,0,Joseph,Curtis,1985-07-06,38,M,SA,2131,Part-Time,51,18909.46,Renting,0,2019-11-28,809,1,2,0,,3627.71,25.4,125
APP004787,CUST001167,2023-05-08,Home Renovation,4500,60,11.48,Online,0,Jasmine,Armstrong,1999-12-14,24,F,NSW,2938,Full-Time,6,67535.1,Mortgage,2,2022-07-13,661,0,2,0,,0.0,38.9,98
APP004789,CUST005927,2023-12-23,Travel,33000,24,15.77,Broker,0,Tina,Smith,1979-04-24,44,M,NSW,2881,Casual,27,49698.43,Renting,2,2018-03-27,636,3,2,0,,16089.95,26.7,167
APP004791,CUST002138,2023-10-24,Travel,24500,48,20.88,Branch,0,Edward,Mills,1953-08-31,70,M,QLD,2691,Full-Time,7,111268.87,Mortgage,2,2023-07-08,692,0,0,0,,14300.23,16.5,54
APP004794,CUST003958,2024-03-08,Car Purchase,14000,24,13.61,Broker,0,Maurice,Holt,1996-06-24,27,M,VIC,8573,Self-Employed,52,74569.76,Renting,1,2021-06-25,824,1,7,0,,0.0,1.7,125
APP004796,CUST004704,2023-03-12,Home Renovation,5000,12,8.81,Broker,0,Hunter,Herrera,1950-02-23,73,F,QLD,2684,Full-Time,25,67749.22,Owner,1,2022-06-19,580,4,3,1,33.0,10151.79,85.2,76
APP004798,CUST000990,2023-07-10,Car Purchase,3500,12,17.89,Online,0,Douglas,Taylor,1970-02-13,53,F,NSW,2925,Self-Employed,5,68938.53,Renting,3,2023-09-25,662,1,3,0,,20237.18,41.5,40
APP004799,CUST000365,2023-12-09,Debt Consolidation,43500,60,17.43,Branch,0,Charles,Adams,1964-01-08,60,F,NSW,2982,Part-Time,40,38559.95,Mortgage,0,2023-05-20,728,0,3,0,,20264.8,0.0,49
APP004801,CUST002936,2023-08-01,Car Purchase,29500,36,18.59,Broker,0,Cynthia,Santos,1956-02-07,67,M,VIC,2629,Full-Time,16,68879.57,Owner,1,2022-12-27,645,5,3,0,,802.28,64.0,156
APP004804,CUST001599,2023-06-19,Wedding,34000,12,22.39,Online,0,Ryan,Hull,1992-03-29,31,M,NSW,2923,Casual,19,53935.43,Renting,2,2017-01-05,677,2,2,0,,23277.1,48.7,163
APP004805,CUST004121,2023-03-30,Debt Consolidation,26500,60,19.65,Online,0,Frances,Sexton,1951-07-30,72,M,QLD,1047,Full-Time,18,77021.83,Mortgage,0,2016-12-26,665,1,3,0,,15254.64,33.9,192
APP004806,CUST001005,2024-03-21,Home Renovation,10500,60,15.77,Online,0,Willie,Russell,1974-04-28,49,M,VIC,2941,Full-Time,56,65863.2,Renting,4,2020-12-01,694,1,3,1,82.0,16497.13,47.9,130
